Emotion,Text
Disgust,phí gì c?ng cao nh?t so v?i ngân hàg khác mà ph?c v? l?i t? nh?t ! sau ??t này vcb m?t nhi?u khác hàg !
Sadness,xem ?i xem l?i bao nhiêu l?n c?ng không chán ... v?n c?m giác h?i h?p :)
Enjoyment,per ph?i nói là hi?n quá hi?n luônnn ??
Anger,ph?t th? quá nh? ...
Disgust,có b? mà c?ng sân si
Fear,trên ??i s? nh?t m?y con trùn trùn nh? ri ! nh?t là giun ??t v?i r?n !!! ?ã t?ng b? ti?t h?c sinh h?c m? giun ??t ????
Enjoyment,sao tao th?y ?a ph?n m?y ??a con trai c?t tóc xong nhìn ngáo ?éo ch?u ???c v?y =))).. c??i tét c? hàm ch? ?ùa
Other,??n gi?n thôi : nó gi?ng nh? con chó v?y . khi ta ?u?i thì nó ch?y . khi ta ch?y thì nó ?u?i
Other,??p ?ông l?nh luôn à
Fear,ch? t? tao ?i thay b?m xíu tao quay l?i .
Other,có hi?u qu? không m?i quan tr?ng
Disgust,sáng s?m ?ã ??m ch?t ngôn tình . tránh ra ch? bà gym nào .
Enjoyment,anh ch? ... ?áng yêu ghê
Disgust,c??i nh? c?c c?c trôi sông l?c ch? ??????
Sadness,tao bu?n m?y n?m nay r?i
Enjoyment,ph?i ??i x? t?t v?i chính b?n thân mình :)
Sadness,"ch? ??ng nói chuy?n , nh?n tin khi có time . nh?ng ??i không nh? m?"
Anger,"móa , thi?t ch? t?i này nuôi làm gì v?y nh? ?"
Enjoyment,tao ?ang ?i phân kh?i l?n ?ây . ai c?ng kêu nhìn cá tính vãi ??
Other,??ng l?c ?? ph? n? chi?n ??u chính là gia ?ình và b?n thân h? :)
Sadness,mink ch? lo là nhà n??c không ?? g?o nuôi m?y anh
Surprise,s?n ph?m khá là m?i l? trong vi?t nam
Enjoyment,"chu?n r?i . nhi?u khi m?t mu?n x?u , xong ??ng nghi?p ?ùa nhau ?ôi ba câu hay k? cho nhau vài câu chuy?n th? là l?i vui tr? l?i ?????? ??ng nghi?p quan tr?ng th?t s?"
Other,ai trèo lên ??a cho ?nh cái áo m?a ?i k?o ??t ?nh ?ó
Fear,"per h?i nh? b? con ?? này dí lòi lol ??, b? c?n b?m ?en mu?n thúi th?t luôn c? tháng h?n m?i h?t . mà ??? ? c cái con này nuôi nó gi? nhà c?a hay , có nó không s? ma qu? gì h?t"
Disgust,ch?c ?ng ch? ng?i 1 ch? và ?? móng lên bàn nv . ch? tao ngh? ?i l?i c?ng khó
Enjoyment,nó m?i ghé nhà tao ?ây :))
Enjoyment,nhìn m?t là c??i ph?t r?i
Other,per c?m d?ng ?? ?âu c? th?t ???
Sadness,??c ch? hi?u gì :( m?t g?c r?i :(
Other,m?ng lag ch?a xem ???c nh?ng v?n vào bình lu?n ????
Enjoyment,"em v? có th? ng? v?i m? , còn anh thì ng? v?i em ??"
Enjoyment,cái gi?ng anh quay phim nghe ng?t quá ????
Enjoyment,??p ?ôi vãi ??
Anger,nh? con ma t?i có ngày ném cho cái c?c vào m?t thì ??ng trách
Other,"?ng ?? móng có 1 bàn tay thôi còn bàn tay kia v?n s?ch s? bình th??ng mà các c? c? h?i chùi ?ít , ?anh r?ng , quay tay ki?u gì là sao :))"
Disgust,ch? th?y m?t d?y
Disgust,vì nó bi?t mày còn 2 qu? th?n thôi con ? . r?a m?t ?i :v?y
Sadness,ti?n c?t tóc nh? kia ?? mua giày r?i :v
Other,"trên phim thôi . ngoài ??i thì ??a con gái u?ng xong ng?t luôn , hôm sau thì b? bán m? sang trung qu?c"
Disgust,??y c? tích nh? th? có mà dân l?i ng?i h?t lên ??u pháp lu?t . tai n?n t?ng không ng?ng ngh? ?y ch? .
Disgust,"n?u không có lòng yêu th??ng , thì ??ng nuôi"
Disgust,??nh m?nh g?m vãi ??????
Other,ki?u xem ??a nào th?ng !
Enjoyment,"èo , ng?t quá ?i"
Disgust,l?y v? xong b? tàn phá là có th?t ?? béo vãi_ch??ng
Disgust,n?u ng??i ta sai thì g?i công an x? l? còn không thì b?n không có quy?n nhé
Fear,t th? h?i nh? qua nhà ông hàng xóm vá xe tao b? con ng?ng dí ch?y xúc qu?n quanh nhà ?ng v?a ch?y v?a la làng t?i gi? nh? l?i v?n còn hãi ??????
Anger,nó b??ng vãi . c? làm theo ? mình
Disgust,nghe nh? hát tr?u v?n
Other,?úng r?i mà k? nó tao ?éo quan tâm . ch?p cho ai thì ch?p
Enjoyment,nhà có ng??i già vui th?t nh? ????
Other,tao n?u c?i ch?a n?u b?ng r?m bao gi? ??
Other,b?p d?u tr??c kia tôi ?ã thu?g dùng
Other,ng?c ng?c ??ng nghi?p t?t
Disgust,??i tao ghét con súc sinh này vãi .. nhi?u khi tao t? v?n tao làm gì sai mà m?i l?n tao ?i qua nó là y nh? r?ng tao ph?i ch?y nh? chó ch? không th? nào hiên ngang ?i 1 cách nh? ng??i bình th??ng
Anger,"? ph?i r?i , nói hay l?m . ??n lúc nó ??u tr??c c?a nhà mình c? ngày xem có nh?y lên nh? kh? ?? ?ít không ?"
Other,t?m bi?t s?p và mong s?m có ngày s?p quay l?i ...
Sadness,tao d? th??ng nh?ng v?n ? ?ây này m? m?ng ít thôi
Enjoyment,"má , dume c??i ?a :))))"
Anger,bà m? tháng cô h?n nghèo r?t m?ng t?i mà c? chi?u phim ti?n ?âu mà coi tr?i oi là troi
Surprise,cái này nó gi?ng câu “ em ?n c?m ch?a ” vãi
Other,b? r?i nè :))) mua 6 ly r?t h?t 4 ly
Disgust,"?ây là 1 câu chuy?n bu?n ?ó , ??ng có haha nha per"
Other,ch?y c? nói chuy?n m?t
Anger,là tôi tôi c?ng tát v? m?m nó ~~
Sadness,per ngôn tình luôn ? quanh ta nh?ng nó ?éo ??n v?i chúng ta ??
Enjoyment,r?i l? ai có b?u mà ?i qua không bi?t nh?y ki?u gì n?a ????
Enjoyment,nghe mát lòng mát gan th? ????
Other,tao ?ang xem cái gì v?y
Fear,s? ??n lúc ?ó mu?n l?y v? ph?i sang n??c khác nh?p kh?u v? quá
Sadness,nhi?u khi c?ng mu?n ch?c cho ng??i yêu gi?n nh?ng m?i nh? ra mình ?éo có ng??i yêu ??
Fear,nguy hi?m th?t
Enjoyment,"ok hay quá , dùng ?i?n này thôi"
Enjoyment,? tao ?ang m? ??
Disgust,ch? t?ch r? v? ngu và cái k?t ??ng bao r? khinh th??ng ng??i khác ????
Enjoyment,"per ?n t?t xong , c?n cây c?u này ?? gi?m cân ????"
Disgust,lo?i dâm ô nam sinh này c?n ph?i t? hình ?? làm g??ng cho ng??i khác .
Sadness,:))) 1 ph?n c?a bài quy?n là ph?i g?y g?y và té s?p m?t luôn ?? ?? b? ??i ph??ng ?âm lòi phèo
Other,ch?c ch?n ng??i pháp s? khôi ph?c l?i ???c . tin là nh? th?
Disgust,per á ?ông có ??ng nghi?p nh? hi?p su?t ngày r? ?i v? sinh cùng ghê vãi
Enjoyment,?m nhìn ng?u vãi
Enjoyment,chu?n luôn khi ? công tình yêu toàn là các anh ch? em ??ng nghi?p t?t he he
Other,v?i tôi là gia ?ình và s? h?n thù .
Disgust,ng??i ta g?i là ngu mà c? ?âm ??u vào ??y :)
Other,t?nh táo ?i em !
Other,b?p d?u th?i bao c?p
Surprise,có cái b?nh này n?a h? tr?i
Disgust,agribank thu nh?p b?ng phong phì thì b? th?ng nào bi?t ???c mà c?p nh?t
Other,crush ai thì c? r?t ch? ??ng c? r?t m?y m? bán hàng online v?i làm b?t ??ng s?n chúng mày nhé :3
Fear,nhà tao c?ng g?n mà tao không bao gi? dám ?i ?êm
Sadness,ki?u gì ch? ch?t ? ?á to nh? kia thoát sao n?i ?
Sadness,không mu?n huhu
Enjoyment,ông tr?i cho mình l? b?n c? hó quá ?y mà :)
Enjoyment,d? ??nh tao là 28 nh?ng gi? mà có b? là b?t c??i luôn ch? s? ? haha
Surprise,gi?i thi?t . n? . gi?ng ? tao khó z mà ông này nói ???c gi?i ??
Disgust,ch?n cây ??p ??p r?i ?? các b?n tr? ?? xô ??n vì hi?u k? l?i gây t?c ???ng à dume
Sadness,bi?t là ?au lòng nh?ng sao b?n thân v?n mu?n bi?t nó
Other,per mang võng ra không l?i t?i không th? ng?i
Disgust,?óng c?a tr??ng ?i b?t b? tù loai ng??i x?u xa : ham l?i nhu?n : l?a ??o ph? huynh l?y ti?n
Other,nh? 1 canh b?c ?y nh? @@
Other,ch?t nh?n ra mình ch?a t?ng thích th?m ai trong l?p
Other,cây này quê tao nhi?u l?m nhé . mùa này ?i r?ng hay g?p nhi?u này
Fear,dume m?c dù tao r?t yêu chó nh?ng tao c?ng s? chó n?a :((
Sadness,"không bi?t khuyên th? nào , nh?ng ch? c?n bình t?nh 1 xíu , dù gì thì c?ng ??ng t? sát , ??i ng??i ch? s?ng 1 l?n thôi ..."
Anger,tao b?c mày l?m r?i ??y
Sadness,crush tao m?t r?i .
Disgust,cái th? tình yêu b? xít :))
Fear,"ngày x?a nhà nuôi m?y con ?iên này cái gi?ng thì ?ã khó nghe thì ch? su?t ngày ngo?c ra , h? v? ??n nhà là th?y gi?ng b?n n ??u tiên . xong cho ?n , rõ ràng là cho n ?n ?àng hoàng mà ??n n + 1 l?n b? n m? v?i ?u?i b?t m?ng . ch?t là tao ghét cái b?n nì dã man . ám ?nh c? 1 tu?i th? :(( cái th? yêu nghi?t ."
Enjoyment,c?p này l?y mà d? th??ng
Disgust,per m?c dù bi?t ngôn tình tàu kh?a toàn x?o chó nh?ng c?u hôn có não th?t ^^
Anger,"??ng so nó v?i chó ., vì chó nhà tao c?ng t?ng b? nó c?n r?i ??. nó ?éo ' s? b? con th?ng nào c? ."
Disgust,??t m? m?y th?ng nhà quê
Disgust,vãi ch? ph?i h?t tim gan phèo ph?i @@
Disgust,c?nh thì dõ ??p mà nhìn n??c ô nhi?m quá
Other,thích n?u lúc nào c?ng ???c
Anger,"m?y con ?? x?o l?n tao th?y mà tao t?c á , chia bè phái ra làm r?m r?m r? r?"
Enjoyment,cái ch?ng minh hình kia d? vãi . c? v? hình lên bài xong ng??i ch?m ?i?m ng??i ta th?y là bi?t ch? sao :))
Enjoyment,?m qu? g?t ??u qu? quy?t vãi ??
Surprise,ho mà v? x??ng k? ra trên ??i l?m chuy?n l? vãi
Sadness,b?c toàn trúng may m?n l?n sau
Disgust,n??c t? nhi?u thành ph?n hãm l?n th? ??y các b?n ? . t? g?p là t? còn ghét n?a là các b?n n??c ngoài
Other,c?n th?n móc túi tr?m nhé anh ch? em .
Enjoyment,?o?n cu?i yêu mún ch?t
Enjoyment,hahahaha
Enjoyment,cu?c ??i bà ?ã n?u h?n 50 n?i bánh ch?ng r?i nh?ng bà ch?a bao gi? th?y ai c?t tóc ng?n ?i mà xinh nh? th? này các cháu ? .
Other,"mày vã quá r?i ??y , sang lên ch? ??"
Enjoyment,"e ?y ?ang khóc , nh?ng vì hàm r?ng không th? th?t vào nên m?i ng??i ngh? là em ?ang c??i :))))"
Enjoyment,per ôi cái b?p m?t th?i chinh chi?n
Anger,vl m?m thì ch?i ng??i ta nhem nh?m ra xong c? b?o ng??i ta m?t d?y :)) ch? kia ?ã ch?i ???c câu ?éo nào ?âu mà nó c? b?o m?t d?y . ?âm h?ng xe ng??i ta xong còn ?òi ?? l?n :))))) b? mày l?y . ph?i tao là tao sút cho tung con m? mày cái l?n già lên r?i cho m?t d?y c? th? . c? c?y ?? 5 l?a r?i l?n r?ng mép dài ra ???ng b?t n?t ??a l?n bé h?n
Enjoyment,"tr?i m? phim gì v?y th?t ?i , c??i ná th?"
Enjoyment,nh?ng công nh?n nhìn ngáo c? yêu th?t =))
Disgust,?n mà không bi?t d?n .
Sadness,tao ???c th?y nói chuy?n m?t c?a b? tao khi tao b?nh và khi tao l?y ch?ng
Anger,mày ?n c?t hay sao ngu th? h?
Sadness,chia bu?n v?i gã l?ng gù ????
Sadness,tao ?ã t?ng vi?t nh? th? này . bây gi? không mu?n ai ??c ch? có ??t mà l??i ??t
Sadness,tác ph?m ngh? thu?t ch?t l??ng cao hi?m hoi c?a ?i?n ?nh vi?t nam nh?ng không ???c công chúng quê nhà ?ón nh?n
Sadness,th?c ra em m?i ?ang ph?i là s? l?a ch?n ch? không ph?i là ng??i ???c l?a ch?n ?âu ??.
Fear,"per trong vòng 4 tháng ch?c anh ch?p h?n tr?m t?m , huhu , s? quá ????????????"
Sadness,"tui ? tuy hòa , phú yên mà ch? nh?n ra luôn ."
Sadness,"có ai l?n ??u b?n kéo ng??c ra phía tr??c ??n bay vào m?t gi?ng tao không , ?au ?i?ng"
Enjoyment,cô gái này th?t d? th??ng “ anh c? nh?m m?t làm ??i m?t l?n thôi mà “ ????
Other,m?i ra mà n?m b?t nhanh th?
Enjoyment,"ch? thích con gái m?nh m? , cá tính ."
Anger,tô ? tao nh?t là ch?t luôn ?i ko ch?t sau này l?i ngáo kéo theo ng??i kha ? c thì kh? .
Disgust,cho b? cái ngu ??u xe ?u t? .
Sadness,buôn b? nh?ng tình c?m ko thuoc v? mình nua . bat ??u kiem tiên
Enjoyment,"thanh di?m gi? tao hi?u t?i sao c? sáng vô là tao trông t?i ?i v? , ??u tu?n trông t?i cu?i tu?n và ??u tháng trông t?i cu?i tháng r?i ????????"
Enjoyment,ng??i gì ?âu mà d? th??ng quá ch?iiiii
Disgust,nhìn m?t nó nh?n nhó khó ch?u vãi
Other,nh?ng s?n quá . ma mà sao lúc ??u có bóng c?a cánh tay v?y .???
Other,??ng t??ng nó nói yêu mày là yêu mày th?t :)))
Disgust,vì nh?ng thành ph?n nh? b?n mà page c? ph?i khoá bình lu?n cho trong s?ch ??y . th?t là giông bão ??
Disgust,thân g?i m?y má bán combo quà ??n x?p v?i m?y cha có ? ??nh t?ng ????
Other,t ?i l?n l?p r?i
Surprise,per la li?m c? ? trong này h? =))
Sadness,chu?n b? prayforparis thôi 23 tu?n k? t? khi phe áo vàng làm lo?n r?i mà v?n ch?a d?p ???c .
Disgust,? d? vãi - _ -
Sadness,sinh viên n?m 3 r?i nh?ng v?n ch?a ??nh h??ng ra tr??ng làm cái gi?ng gì ?ây :(
Other,cái máy nghe nh?c nè
Enjoyment,ra xong b?o anh ? ship em v? nhà luôn ???c không . xe em b? h?ng m?t tiêu r?i =))
Surprise,y t? ch?m sóc s?c kh?e l??ng nhi?u v?y sao
Enjoyment,t ?u ? theo thôi :v tao biê ? tao th? ? anh no ? la ? shipper
Disgust,các bác bình lu?n ? ?ây c?ng có khác gì h? ?ang ng?i ch?i nhà n??c không
Enjoyment,"con nghi?t súc này m?i l?n tao ?i ?á bóng là 2 v? ch?ng nó dí theo c?n b?m h?t chân , th? này thù dai kinh kh?ng , chi?u nào nó c?ng kh?i ??ng cho tao tr??c khi ?á bóng ... con m? nó gi? tao l?n r?i , tay ngh? n?u n??ng c?ng không t? g?p mà dí theo là xác ??nh tao quay nó vàng ??ng luôn =]]"
Enjoyment,n?u ki?u này ngon l?m luôn ????
Enjoyment,per thích quáaaaa
Other,m?y ai ch?ng minh ???c ?i?u ?ó ??
Sadness,th?ng ben th?t t?i nghi?p
Enjoyment,yêu quá nè nè
Other,có ai nh? tao không . ch? thích ?i ??n chùa vì nhi?u lí do ??
Other,ti?n b?c là phù du ... nhiêu ?ó cho luôn ??????????
Enjoyment,mong anh có th? ??t ???c ??c m? c?a mình .... c? lên
Enjoyment,ai mu?n ?i thái hè này v?i tôiii nào c?ng chim ?ng ph?t ??yy :)))
Disgust,má nó ?iên ??n m?c này r?i à
Disgust,mu?i nhà mày mua ch? khác r?i hay s thi?u m?n z :))
Disgust,con gái con ??a th? gì vô duyên không m?c c? qu?n lót
Other,b?p d?u ch? có gì mà không bi?t
Enjoyment,uiiiii hay vì n ?? ra sàn mà n ?? ??y m?m thì pheee
Surprise,ngáo ... là có th?t luôn này
Sadness,tao ?ã b? nó làm cho l?m t??ng r?i . tao th?t ngu ng?c - _ -
Disgust,cái k?t xàm lông thi?t :))
Anger,b?n nè ph?t n?ng .
Enjoyment,??p trai th?t .
Enjoyment,tao th?y bu?n c??i vãi :))
Disgust,không pha ? i ki ? thi ? ma ? g? ? mày vãi
Other,m?y góc c?u b? b? là thành qu? c?a m?y ??a m?p chân ng?n ?? l?i à ....
Disgust,l? b?o v? nhìn vô d?ng nh? :v quanh ?ó có gì x?y ra còn del bi?t thì làm b?o v? làm cái gì ?
Enjoyment,"tr?i qua m?t cu?c b? dâu , r?i b? ong ???? lót dép hóng :v"
Other,per ch?c tao nên làm qu? móng chân xo?n ?c dài nh?t th? gi?i :)))
Sadness,tui nh? anh quá à :(((
Enjoyment,"per ít b?a ?i coi , trailer th?y h?p d?n quá"
Disgust,ai c?ng v?y thôi con r?n mình ?ánh nó thì nó ch?y ch? làm quá thì nó c?ng quay ??u l?i c?n . ?ó là quy lu?t cu?c s?ng . ??ng th?y tao im mà làm t?i
Enjoyment,mang anh này v? nhà luôn ???c không ??
Sadness,c? tu?i tr? b? công cày . có c? ng?i ?n ??nh . r v? già con cháu ?u?i ra ???ng b?t ??u 2 bàn tay tr?ng . ??i ????
Other,"ch? c?n ?? quan tr?ng , h? s? làm t?t c? nh?ng gì b?n th?y vui ."
Disgust,thì nhìn ?ám h?c sinh trong l?p là bi?t cô d?y ki?u gì r?i ??y .
Sadness,hi?n t?i mình ch?a ng??i yêu b?n nam nào ch?a có ng??i yêu thì lo cua mình ?i nhá ??n khi mình có ng??i yêu r?i thì ??ng h?i h?n ??y huhu
Enjoyment,c? th?y cute c?ng c?ng sao á .... có ai th?y gi?ng per nh? tao không ??
Surprise,???? tpbank ?ang ? ?âu th? kia ?? sao l??ng mình th? này ...
Disgust,má th?ng phi ?en có g?u ngon ph?t ... v?y mà nó n? lòng b? con ta ch?y tr??c ... tao ?éo bít bao công mà l?y b?ch tuy?n ?? ra cái gióng gì n?a ...
Sadness,"per :))) tuy anh hay b?t n?t , gi?u ?? và ?n bòn ?? ?n c?a em nh?ng n?u thi?u anh thì công vi?c s? tr? nên c?ng th?ng ph?t ?ó ??"
Surprise,"lúc ??u còn t??ng qu?ng cáo r?p chi?u phim , pr v? m?c ?? ??u t? c?a r?p phim , ai ng? =))"
Anger,"ch?i nhau , ghét nhau , nói x?u nhau dcm"
Sadness,còn quá nhi?u m?nh ??i b?t h?nh ??
Sadness,"chúng ta h?u nh? ai c?ng dùng ?ôi m?t bao dung ?? nhìn m?t ng??i xa l? , mà ??i v?i ng??i thân bên c?nh l?i ch? nhìn th?y khuy?t ?i?m mà thôi .."
Sadness,b?ng tu?i ng??i ta mình v?n còn m?i ngh? chi?u nay ?n gì ??
Other,"cái công ty th?c ph?m cung c?p cho các tr??ng m?m non th?t quá ??c ác . vì l?i ích cá nhân mà ?nh h??ng kh?ng khi?p t?i các em . quá dã man . các ng??i gây nên ho? thì mai này ??i con ??i cháu s? ph?i gánh nghi?p ?ó thôi . gieo nhân nào g?t qu? ?y , ??ng t??ng bây gi? s?ng nhé nh? th? là không sao . ??i còn dài l?m"
Anger,hãy x? tù chung thân b?n ng??i m?t nhân tính gây ra nghi?p ch??ng này
Sadness,anh chân thành nên anh t?n th??ng :((
Anger,m?y ai hi?u ???c ? ngh?a mà c? ch?i nh? ?úng r?i :))))
Other,dàn lông chân =)))))
Fear,vâng ah nên em c?ng s? quá mà :-)
Anger,m?y th?ng ranh con ?éo có não
Fear,nguy hi?m vãi ch??ng luôn ?
Enjoyment,th?c ?n cho chó lúc nào c?ng ngon :)))))))))))
Fear,úi gi?i khi?p quá !!!!
Enjoyment,tiên s? cái th?ng ghép nh?c c??i r?t m?m qu? ghép
Disgust,gi? thì hi?u sao giáo d?c liên t?c dính ph?t r?i hén .
Other,b?t l?a th?i ch?a ???c thu nh?
Other,vì ng??i d?ng mãi là ng??i d?ng
Anger,ch? vì l?i nhu?n .. m?t h?t tính ng??i . th??ng các bé
Sadness,per nh? h?i ch? em vinmec quá :((
Sadness,nhìn con m?t th?y ?au ??n . t?i em quá ????
Fear,per nguy hi?m quá mày ?i ????
Sadness,ch?c là vì em .. ?i l?y ch?ng ??
Fear,ch?y ngay ?i ?? tr??c khi b?n ch? t?ch vào ?ây và gi? làm con c?c gì ?ó r?i b? coi th??ng và chúng mày ph?i nh?n cái k?t ??y !!
Disgust,th?ng này con nhà cán b? hay sao mà r? con nh? này mà v?n ch?a ?i tù ????
Disgust,nói thì hay l?m ?? cu?c s?ng ?âu ph?i ???c nh? mong mu?n
Disgust,h?n là không bi?t nh?n gì :)). th? thôi d?p m? ?i
Disgust,"t cu ? ng??i cu ? ng??i nghê ?. theo kinh nghiê ? mày thi ? thâ ? y top nh? ? ng??i kha ? ch ? ? vô y ? th? ? c nhâ ? tao la ? trung quô ? c , â ? n ?ô ? va ? ???ng nhiên co ? ca ? viê ? tao nam - _ - biê ? tao co ? ng??i na ? y ng??i kia nh?ng khi ?i ? ti ? nh tra ? ng??i diê ? n ra qua ? nhiê ? u thi ? ng??i ta se ? ?a ? nh gia ? ca ? 1 nê ? n v?n ho ? anh ."
Enjoyment,per t?p gym ?i mày có ng??i yêu ??yyyy =)))))
Other,là gì nh? ???
Sadness,"gi? bà già l?m r?i , nh? s? h?t tóc , ngh? tao l?i th?y bu?n quá ????"
Fear,chuy?n bu?n quá chúng mày à . tao không dám ??c s? làm quy?t tâm có ng??i yêu c?a tao lung lay ??
Anger,ngu thì ch?t ...
Anger,không ph?i b? tao ch? b? tao thì s?ng ch?t tao c?ng cho m?i th m?i nhát
Surprise,ch? là ng??i khó hi?u nh?t mà em t?ng bi?t ??y
Sadness,lúc ??y là mình mình c?ng l?ng li?n r?i ch?c trào n??c m?t m?t
Other,"per ch? s? nó h?n s? chó , nh? h?i nh? ?ang ?ánh r?ng nó r??t mà c?m ca , bàn ch?y , mi?ng thì ??y kem v?a ch?y v?a khóc nh? con chó"
Other,ki?u cá tính nét ??p mang nàn gió m?i . ch? không ph?i nét ??p công nghi?p ??i trà .!
Other,khi b?n ??t quá nhi?u ni?m tin vào ng??i khác
Sadness,ngày tr??c n?u c?m . ?un r?m . ??t ???c h?n 10p m?i nh? ra ch?a cho n??c . h?ng c? n?i c?m huhu
Enjoyment,t?m bi?t ông cám ?n t?t c? nh?ng gì ông ?ã làm cho vn
Disgust,và chúng nó c?ng ngáo h?n l? con trai :)
Surprise,em c?ng th?c m?c t?i r?ng khúc x??ng t? tao nh? ? xong nó l?i t? to lên ???c nó nh? l?c gì r?a
Disgust,"ngu b? m? ... làm giàu cho b?n bán vàng thì có , tr??c m?t th?n tài ??n các ti?m vàng , còn m?y th?ng mua , th?n tài ch?a th?y ?âu vì vài ngày sau vàng s? t?t giá ch?c ch?n s? l? m? nó r?i ..( l? 3 cái : giá t?t , giá mua vào và ti?n công n?u là vàng th?i trang ) - còn cái ki?u ch?i b?i không lo làm ?n , ch? có làm bi?ng mà hàng tháng c? c?m 3 cây nhang kh?n vái th?n tài mong tài l?c t?i thì có cái lol ? .."
Anger,per b? mày nh?n tin r?i cái con c?c gì mày c?ng cho th?ng em mày xem
Disgust,"có v? coi lòng t? tr?ng , nhân cách , và tinh th?n c?a ng??i ta r? m?t ... ng?i tù 7 n?m ?áp l?i 1 l?i xin l?i và 200tr ...??????"
Enjoyment,d? th??ng mà
Enjoyment,"nh? tóc sâu cho b? , hình nh? ???c 500? ?? mua k?o d?i ??"
Disgust,m?y ??a con gái ch?i v?i nhi?u ??a con trai ngh? là bình th??ng nh?ng m?y ??a con trai l?i ngh? con ?ó l?ng l?
Enjoyment,"ng nh?t gi?i ? ch? ?ó ., ?ây không ph?i là s? phi?n hà mà là m?t c? h?i ."
Other,"ngu th? ch? cho m?t ong ng?m xu?ng ??t , r?i ?ào ??t ??y lên ch?t ki?u gì c?ng ???c g?n ??y :))"
Disgust,b?t ngu ?? s?ng t?t h?n
Enjoyment,?ang t?p hát ???? hay th?t ????
Sadness,dù c?u làm tôi t?n th??ng m?i ngày nh?ng ch? hi?u sao v?n th??ng c?u
Other,r?i có ?i h?p l?p không ?
Sadness,vì yêu ng??i khác nên bi?t là ngu nh?ng v?n làm :(
Other,"b? ?ánh 1 l?n thì h?i s?c , nh?ng nhi?u l?n thì tâm h?n s? tr? nên m?nh m? , c?m xúc nó m?i ?àn h?i"
Sadness,per ti?c cái gì ??y b? nó
Sadness,sao bao nhiêu n?m k? t? ngày ?ó em ?ã không còn nghe l?i n?a :((
Other,"nhà em trong ngõ bác ?i , bác cho ô tô vào v?a thì em cho bác ?? luôn"
Disgust,th? chó rông không r? mõm c?n ng??i là t?i ác
Enjoyment,con bé xinh th? ??
Sadness,tr??c khi l?y v? boss có m?t thân hình hoàn m? th? này ?ây
Enjoyment,??c cái mà c??i r?t c? hàm .... cu?c ?? s?c gi?a xe l?a và ô tô
Enjoyment,c?n tìm g?p b?n trai ?áng yêuc nh? anh này tr?i ??t ?i =))
Sadness,khi nào tao th?y thích . mà thích r?i ch?a có ng??i thích cùng .
Fear,th? dume c còn h?t h?n nói chi ??n khách =)))) sáng s?m ra m? c?a v?i t?i ?óng c?a thôi ?? gan d? c?ng ph?i t?ng lên m?y chân kính =))))
Disgust,??t m? x?u m?t ?àn ông quá . ?éo hi?u m?y th?ng lol này ngh? nó ng?u ch? ?éo nào nh? . b?nh ho?n vãi
Sadness,"chán th?t , d?o này h?i xuân hay sao ??c m?y cái ki?u này ?m lòng vãi :("
Sadness,th? là h?t nh?ng gì ??p nh?t c?a n??c pháp sao không phun n??c c? ?? cháy r?n r?t nh?
Surprise,ch? th?t sao xinh gái th? =))
Disgust,lo?n h?t r?i
Enjoyment,"may công an ??n b?t ch? không thì dân ch? ?ó cho vào n?i c? r?i , ?ã có ng??i c?t c? nhau ?i mua gi?ng m? r?i ?ó ch? ??"
Disgust,ch?t r?i thì chôn . x? l? cái quái gì n?a ...
Other,th? là ?úng quy trình r?i
Disgust,r?nh r?i không có vi?c gì làm sinh ra m?t ti?n
Disgust,n?u ??ng nghi?p c?a b?n hãm vãi thì c?ng nên ??ng xu?t ?i
Enjoyment,?m mà xinh th? :3
Other,??i ch? là h?nh phúc mong r?ng hai nhà lãnh ??o trong l?n g?p nhau sau s? ti?n tri?n h?n n?a
Disgust,"th? con gái h? ??n , mày không s? xã h?i d? ngh? à"
Sadness,?n v?i nóng l? h?t mi?ng ra ?ây này
Enjoyment,tr?i ôi m?i ??c t??ng ?âu ng??i yêu
Enjoyment,per b? chì chi?t t? 6h sang ??n 23h phia . v?n s?ng vui ????
Anger,ai ?ó ch?c mù m?t tao ?i ... m?t m? tu?i th?
Sadness,kh? nh?t ng??i có b?u
Enjoyment,trai tài gái s?c .. danh ngôn r?i tài s?n ch? tài gì !! ????
Sadness,per nh? b?t mì chiên huhuhu
Other,cho b?n trai u?ng n??c này nhé ??
